nowRank,nowCountry,nowTotalCases,nowNewCases,nowTotalDeaths,nowNewDeaths,nowTotalRecovered,nowNewRecovered,nowActiveCases,nowSeriousCritical,nowCasesPerMillion,nowDeathsPerMillion,nowTotalTests,nowTestsPerMillion,nowPopulation
1,USA,80145282,None,960157,None,51929244,None,27255881,11130,239824,2873,939513088,2811368,334183570
2,India,42851929,None,512371,None,42158510,None,181048,8944,30560,365,761230580,542869,1402235728
3,Brazil,28250591,None,644695,None,25244026,None,2361870,8318,131376,2998,63776166,296584,215035499
4,France,22304024,None,132662,None,19424964,3932,2746398,3055,340466,2025,243529298,3717424,65510236
5,UK,18695449,41130,160815,205,16918511,101391,1616123,324,273044,2349,477969909,6980676,68470433
6,Russia,15657928,135172,347031,796,12657025,164293,2653872,2300,107219,2376,273400000,1872128,146037024
7,Germany,13764965,50710,122175,135,10031200,201900,3611590,2494,163435,1451,104701826,1243150,84223015
8,Turkey,13589511,None,92719,None,12755700,None,741092,1128,158338,1080,140748139,1639924,85826038
9,Italy,12554596,60029,153512,322,11109291,89993,1291793,896,208147,2545,184981913,3066874,60316106
10,Spain,10858000,None,98462,None,8735901,None,2023637,1284,232086,2105,471036328,10068222,46784460
11,Argentina,8838674,None,125451,None,8596460,None,116763,1542,192667,2735,33914284,739270,45875348
12,Iran,6983635,22073,135499,223,6539753,22317,308383,3918,81438,1580,46780865,545522,85754239
13,Netherlands,6153207,34665,21507,18,3922750,74414,2208950,171,357807,1251,21107399,1227388,17197011
14,Colombia,6049952,None,138205,None,5870879,None,40868,342,116859,2670,32980562,637041,51771513
15,Poland,5582217,18792,110157,325,4935340,44530,536720,947,147761,2916,33181435,878311,37778671
16,Mexico,5418257,4832,315786,98,4676499,12177,425972,4798,41313,2408,14895473,113574,131152303
17,Indonesia,5289414,57491,146798,257,4593185,38474,549431,2807,19009,528,82000597,294688,278262700
18,Ukraine,4758773,24440,104932,287,3985601,33238,668240,177,109894,2423,19430200,448702,43303109
19,Japan,4540656,55903,22000,179,3698801,85534,819855,1504,36082,175,37793387,300324,125841851
20,South Africa,3659698,None,98804,None,3524402,None,36492,546,60457,1632,22896483,378243,60533773
21,Philippines,3654284,1019,55776,13,3541840,2988,56668,304,32636,498,27993027,250004,111970468
22,Israel,3576923,10107,10038,37,3453676,17574,113209,695,383543,1076,41373364,4436346,9326000
23,Czechia,3523869,13461,38335,20,3352052,19252,133482,210,328060,3569,52339933,4872664,10741543
24,Belgium,3512212,5984,30015,30,2667319,54478,814878,315,300902,2571,31453138,2694685,11672287
25,Peru,3497896,None,209641,None,N/A,None,None,1163,103720,6216,26997737,800543,33724280
26,Canada,3248006,4055,36100,54,3095593,6216,116313,790,84839,943,57774463,1509086,38284405
27,Malaysia,3246779,None,32390,None,2955404,None,258985,272,98252,980,48006386,1452741,33045379
28,Portugal,3193178,None,20866,None,2696696,None,475616,114,314662,2056,37805639,3725436,10147978
29,Australia,3074283,24868,4966,37,2834719,None,234598,172,118312,191,63020941,2425316,25984635
30,Chile,2895931,18380,41526,35,1923902,15574,930503,1020,149390,2142,32424200,1672636,19385090
31,Vietnam,2890522,55879,39682,77,2305081,10412,545759,3434,29264,402,78586958,795626,98773702
32,Thailand,2749561,18363,22694,35,2557796,15651,169071,687,39231,324,17270775,246419,70087036
33,Switzerland,2700057,12572,13171,1,1945205,24569,741681,160,308284,1504,18409729,2101966,8758340
34,Romania,2686089,14775,62839,207,2358958,29774,264292,1063,141170,3303,20763483,1091244,19027346
35,Austria,2515962,21427,14631,37,2227197,28735,274134,199,276765,1609,155838597,17142800,9090615
36,Denmark,2513265,28773,4375,34,1989789,47010,519101,34,431415,751,124694186,21404405,5825632
37,Sweden,2431365,None,16897,None,1877097,68611,537371,86,238312,1656,18107257,1774792,10202465
38,Greece,2336615,19623,25485,68,2103736,19064,207394,455,225987,2465,63959112,6185837,10339605
39,Iraq,2294929,1685,24897,21,2227997,3477,42035,191,55034,597,17887384,428951,41700270
40,S. Korea,2157734,99550,7508,58,936891,31763,1213335,480,42027,146,15804065,307822,51341502
41,Bangladesh,1936837,1595,28990,16,1771615,8357,136232,1275,11572,173,13260511,79225,167377842
42,Serbia,1892187,4591,14958,54,1730101,14464,147128,132,218002,1723,8670454,998936,8679686
43,Hungary,1762878,3193,43430,131,1535456,8630,183992,177,183249,4514,10669050,1109032,9620146
44,Jordan,1591278,9117,13731,18,1432148,16717,145399,978,153463,1324,16062203,1549044,10369104
45,Georgia,1565769,12101,15933,45,1422540,14764,127296,None,393744,4007,15693403,3946422,3976616
46,Pakistan,1502641,961,30053,13,1406361,2393,66227,1261,6593,132,26174561,114843,227916250
47,Slovakia,1374459,13420,18279,27,1128008,19228,228172,246,251549,3345,6248288,1143542,5463976
48,Kazakhstan,1299566,483,13545,2,1256284,2243,29737,528,67881,708,11575012,604607,19144680
49,Ireland,1280058,3280,6452,9,1139525,4705,134081,54,254578,1283,11250554,2237510,5028157
50,Morocco,1159584,427,15922,6,1137129,1232,6533,293,30818,423,11237010,298639,37627346
51,Norway,1151288,None,1549,None,88952,None,1060787,29,209679,282,9852076,1794318,5490707
52,Bulgaria,1072493,None,35185,None,798303,None,239005,549,156278,5127,9061645,1320417,6862712
53,Cuba,1066414,467,8491,None,1054895,629,3028,34,94245,750,12920253,1141841,11315285
54,Lebanon,1049274,None,9989,None,682977,None,356308,186,154866,1474,4795578,707798,6775346
55,Croatia,1043334,1810,14905,36,1008893,3149,19536,122,256740,3668,4478083,1101952,4063772
56,Tunisia,987256,None,27486,None,925164,None,34606,234,82126,2286,4280200,356053,12021247
57,Nepal,976105,299,11928,3,953430,831,10747,100,32542,398,5391603,179750,29995086
58,Bolivia,890420,673,21386,8,779958,4139,89076,220,74613,1792,2669468,223688,11933873
59,Belarus,890089,2507,6392,17,875660,2307,8037,None,94247,677,12317444,1304230,9444229
60,Slovenia,882364,2235,6236,14,805332,11183,70796,111,424335,2999,2561069,1231635,2079406
61,UAE,875884,626,2297,1,823015,1994,50572,None,86840,228,135081553,13392733,10086183
62,Lithuania,871458,5830,8293,18,774782,12596,88383,109,327612,3118,7672630,2884412,2660033
63,Ecuador,819886,None,35160,None,N/A,None,None,759,45343,1944,2470170,136610,18081904
64,Uruguay,819379,None,6895,None,776042,None,36442,153,234547,1974,5626554,1610596,3493460
65,Costa Rica,790444,None,7936,None,640463,None,142045,141,152880,1535,3635922,703227,5170341
66,Azerbaijan,777804,2372,9280,19,742326,4616,26198,None,75596,902,6501358,631879,10288929
67,Guatemala,758303,None,16794,None,694801,None,46708,5,41082,910,3850595,208610,18458315
68,Panama,751241,None,8029,None,733330,None,9882,83,169733,1814,5466002,1234969,4426024
69,Saudi Arabia,741237,841,8987,1,715514,1922,16736,764,20762,252,40321585,1129394,35701969
70,Sri Lanka,639297,1254,16055,31,607326,207,15916,None,29651,745,6282076,291371,21560394
71,Paraguay,636520,None,18237,None,597468,None,20815,156,87481,2506,2509860,344947,7276079
72,Finland,625463,2746,2329,None,46000,None,577134,35,112598,419,9848299,1772926,5554827
73,Kuwait,614344,None,2530,None,595156,None,16658,80,140453,578,7489094,1712173,4374030
74,Latvia,601600,11837,5130,17,448791,3637,147679,85,324835,2770,6598792,3563028,1852018
75,Singapore,596261,None,952,None,540287,None,55022,19,100622,161,23014851,3883878,5925740
76,Dominican Republic,572290,None,4357,None,565641,None,2292,57,51903,395,3079556,279296,11026156
77,Myanmar,572127,3563,19344,6,526338,1458,26445,None,10401,352,6969070,126693,55007547
78,Palestine,571662,1307,5162,12,537503,3400,28997,108,107951,975,3078533,581342,5295564
79,Venezuela,511772,None,5616,None,495739,None,10417,230,18081,198,3359014,118677,28303882
80,Moldova,495415,None,11117,None,467312,None,16986,113,123281,2766,2975762,740498,4018596
81,Bahrain,495212,None,1438,None,460570,None,33204,23,275373,800,9313980,5179233,1798332
82,Libya,488567,1815,6210,9,447766,3160,34591,125,69553,884,2399577,341608,7024363
83,Egypt,471460,None,23806,None,402121,None,45533,122,4469,226,3693367,35010,105495301
84,Ethiopia,468379,None,7440,None,409804,None,51135,120,3915,62,4469338,37361,119625184
85,Estonia,467989,5267,2181,11,337940,2317,127868,22,352402,1642,3054727,2300251,1327997
86,Mongolia,461796,449,2159,None,313256,None,146381,192,137245,642,4030048,1197721,3364763
87,Armenia,416510,753,8354,16,394155,2075,14001,None,140130,2811,2870459,965730,2972320
88,Honduras,408456,None,10671,None,127289,None,270496,105,40192,1050,1263329,124311,10162639
89,Oman,377948,1224,4238,4,359445,1312,14265,67,71053,797,25000000,4699937,5319220
90,Bosnia and Herzegovina,369230,495,15362,35,192218,None,161650,None,113701,4731,1689874,520382,3247371
91,Qatar,355032,394,662,None,349042,598,5328,39,126445,236,3361418,1197169,2807805
92,Kenya,322702,None,5638,None,303107,None,13957,3,5792,101,3335912,59879,55710574
93,Zambia,311264,None,3945,None,305425,None,1894,32,16189,205,3249202,168995,19226584
94,Cyprus,308917,None,825,None,124370,None,183722,60,252845,675,9477138,7756943,1221762
95,North Macedonia,294407,848,8937,22,278326,None,7144,None,141322,4290,1871411,898320,2083234
96,Réunion,278494,None,603,None,250359,None,27532,49,307462,666,1424291,1572442,905783
97,Albania,270455,85,3451,6,263035,633,3969,14,94148,1201,1730246,602318,2872647
98,Algeria,264201,None,6805,None,176818,None,80578,18,5852,151,230861,5113,45147880
99,Botswana,262652,None,2614,None,256886,None,3152,1,108115,1076,2026898,834328,2429379
100,Nigeria,254325,None,3142,None,230793,None,20390,11,1186,15,4317621,20128,214503281
101,Uzbekistan,235602,175,1623,2,229019,1596,4960,23,6876,47,1377915,40215,34263797
102,Zimbabwe,233571,None,5386,None,225039,None,3146,12,15349,354,2054260,134995,15217354
103,Montenegro,228956,None,2666,None,223815,None,2475,60,364466,4244,1158079,1843499,628196
104,Mozambique,224937,17,2190,1,219163,57,3584,13,6881,67,1261444,38590,32688578
105,Kyrgyzstan,200368,31,2947,1,194377,159,3044,131,29903,440,1907195,284635,6700500
106,Luxembourg,179305,798,986,1,167853,61,10466,9,279005,1534,4055214,6310056,642659
107,Afghanistan,172441,None,7549,None,152443,None,12449,1124,4272,187,884082,21903,40363736
108,Maldives,166525,796,292,None,151009,573,15224,25,299432,525,2166990,3896511,556136
109,Uganda,163071,22,3580,None,99892,33,59599,56,3390,74,2440282,50729,48104619
110,Ghana,158894,229,1441,3,156941,316,512,1,4945,45,2299550,71559,32135006
111,Namibia,157034,None,4002,None,152480,None,552,5,60022,1530,947400,362119,2616267
112,El Salvador,147786,None,4044,None,123870,None,19872,153,22598,618,1693464,258946,6539841
113,Laos,141441,140,613,1,7660,None,133168,None,18989,82,997658,133941,7448506
114,Rwanda,129378,None,1456,None,45522,None,82400,None,9599,108,4745825,352122,13477805
115,Jamaica,127706,41,2795,8,75445,166,49466,25,42821,937,839014,281327,2982349
116,Cambodia,127575,598,3022,2,121125,358,3428,None,7461,177,2846617,166488,17098015
117,Trinidad and Tobago,124076,None,3574,None,99478,None,21024,18,88190,2540,615755,437663,1406915
118,Guadeloupe,123622,None,828,None,2250,None,120544,21,308873,2069,878298,2194450,400236
119,Cameroon,119107,None,1920,None,106050,None,11137,13,4311,69,1751774,63407,27627556
120,Iceland,112094,2415,61,3,75685,None,36348,2,325031,177,1719721,4986549,344872
121,Martinique,108349,None,861,None,104,None,107384,16,289094,2297,645857,1723260,374788
122,China,107989,138,4636,None,101544,53,1809,12,75,3,160000000,111163,1439323776
123,Angola,98658,None,1899,None,96584,None,175,None,2856,55,1413392,40921,34539147
124,DRC,85876,None,1335,None,50930,None,33611,None,913,14,846704,9006,94016952
125,Senegal,85600,12,1959,1,83533,17,108,3,4901,112,1008552,57743,17466152
126,Malawi,85228,None,2606,None,74715,None,7907,67,4274,131,542990,27232,19939096
127,Ivory Coast,81374,None,791,None,79285,None,1298,None,2965,29,1401277,51053,27447560
128,Suriname,77810,94,1314,4,49352,4,27144,3,130719,2207,226669,380800,595245
129,French Guiana,77532,None,388,None,11254,None,65890,6,249016,1246,588741,1890906,311354
130,Malta,70829,90,599,1,69055,91,1175,3,159715,1351,1211456,2731765,443470
131,Eswatini,68993,None,1389,None,67483,None,121,11,58476,1177,472393,400385,1179846
132,Fiji,63650,None,826,None,61865,None,959,None,70169,911,495733,546509,907090
133,Madagascar,63433,None,1350,None,57862,None,4221,61,2198,47,393562,13639,28856279
134,Guyana,62668,None,1213,None,60604,None,851,11,79049,1530,532757,672018,792772
